artist,song,lyrics,bert_nega,bert_posi,bert_score,nltk_neg,nltk_neu,nltk_pos,nltk_score
Taylor Swift,Karma,"You gotta motherfuckin' feel this shit, boy (BanBwoi) Woah  I got feelings for you Hope you ain't lovin' the crew How many bodies you got? Pray it ain't more than a few Know that you dealt with some lames When you was young and in school He had to pop your cherry But I got it wet like a pool  She got a new G-Wag' She wanna hit Highlight Room and show it off Got a new body, girl, show it off This a Brazilian, I know it's soft Toned up and she got a six-pack Look like she used to play volleyball  American Express, you can have it all Code to the safe, you can have it all Fuck your main page, what's your Finsta? I wanna know the real you You started dancin' to pay your tuition, girl, I wanna know what you been through You want a boutique or you wanna sell hair, just let me know what you into If you out in public and he want your number, just tell him, ""My nigga'll spin you"" ",23,13,-0.1720201075077057,2,33,1,0.014919444444444442
Daniel Caesar,Do You Like Me?,"I gotta feed the streets, my pistol gon' bleed the streets Ski mask on my face, sometimes you got to cheat To stay ahead in this bitch-ard (gang), drank syrup like it's liquor Street life'll have you catchin' up to God quicker (yeah, gang) Sticker, AK-40 to your liver Let the chopper bang on you like a Blood or a Cripper (gang) Flipper, so much bread, I'm a gymnast Made so much money off of dummies, off of dummies (yeah, gang)  I'm mister body catcher, Slaughter Gang soul snatcher Ain't no regular F-150, this a fuckin' Raptor No capper, street nigga, not a rapper Chopper hit him and he turned into a booty clapper Smith & Wesson, I'm 4L Gang reppin' We done baptized more niggas than the damn reverend (yeah) Kappa Alpha, me and my gang, we do all the steppin' Who you checkin'? This FN shoot East to West End (gang)  Yeah I heard Papi outside And he got the double-R droppy outside Checked the weather and it's gettin' real oppy outside I'ma drop this shit and have these pussies droppin' like some motherfuckin' flies Type of nigga that can't look me in the eyes I despise ",37,9,-0.36245069814764935,2,40,4,-0.02546521739130435
"SZA, Phoebe Bridgers",Ghost in the Machine (feat. Phoebe Bridgers),"I said, ""Girl, why you keep callin'?"" I said, ""Girl, why you keep callin'?"", yeah She said, ""I need a new whip"", yeah ""'Cause I know that you still ballin'"" She just wanna go back to the future, so I brought that girl a DeLorean 20 more minutes until I gotta go, so I told that girl I'm gonna slaughter it  I met that girl right up at my show Left her man in the crowd on the floor Out of town never saw her before Told her, ""Baby, we don't got that long"" Listen, this not my city show But, I treat it like my city show 20 more minutes until I'm on, 20 more minutes until I'm on 20 more minutes until I'm on, 20 more minutes until I'm on 20 more minutes until I'm on, 20 more minutes until I'm on Yeah, I am not slow These girls just want me 'cause I got the dough Pass that girl right on my friend, give and go (what?) He pass me her friend, so they switchin' roles (yeah, yeah)  I hit it fast (fast), yeah, I hit it slow (slow) But by the mornin', girl, I gotta go (yeah) Gotta get ready, tonight is my show If you okay, you might open my show Got the big pointers right under my nose These niggas mad 'cause I got all the dough These niggas mad 'cause I got all the dough (yeah) Changin' my style 'cause I got every flow (what?) Got every girl, ain't no toppin' my hoes (yeah) I understand that is your girlfriend, bro But, you know I gotta keep her close ",32,20,-0.1418407502082678,2,49,1,0.04490961538461539
Tom Odell,Another Love,Welcome to your life There's no turning back Even while we sleep We will find you  Acting on your best behaviour Turn your back on Mother Nature Everybody wants to rule the world  It's my own design It's my own remorse Help me to decide ,8,4,-0.19279786944389343,0,10,2,0.07736666666666668
"Drake, 21 Savage",Spin Bout U,"Baby love, I think I've been a little too kind Didn't notice you walking all over my peace of mind In the shoes I gave you as a present Putting someone first only works When you're in their top 5 And by the way I'm going out tonight  Best believe I'm still bejeweled When I walk in the room I can still make the whole place shimmer And when I meet the band They ask, ""Do you have a man?"" I could still say, ""I don't remember"" Familiarity breeds contempt Don't put me in the basement When I want the penthouse of your heart Diamonds in my eyes I polish up real I polish up real nice  Nice!  Baby boy, I think I've been too good of a girl (Too good of a girl) Did all the extra credit then got graded on a curve I think it's time to teach some lessons ",22,13,-0.14647425583430698,1,31,3,0.11855714285714285
"Drake, 21 Savage, Project Pat",Knife Talk (with 21 Savage ft. Project Pat),"Said, ""Patience ain't no virtue with you"" I done wasted plenty time pacing around, hate this coupe You with bitches on the side and let my mind wonder too You relentless, nigga, I don't need rent, nigga Text me like I'm waiting for you to come lie to me Ruin my day saying shit to hurt me, I can't compete Still on the way, I lay awake if you're not around me I'm so on to you, still gone for you  Needing you to talk to me in your love language Show me, yeah, how to connect to you Help me understand How you speak your love language  ",11,6,-0.19198435194352093,1,14,2,-0.0005294117647058894
Eminem,Mockingbird,"I'm coming out of my cage and I've been doing just fine Gotta, gotta be down because I want it all It started out with a kiss, how did it end up like this? It was only a kiss, it was only a kiss  Now I'm falling asleep and she's calling a cab While he's having a smoke and she's taking a drag Now they're going to bed and my stomach is sick And it's all in my head, but she's touching his  Chest now, he takes off her dress now Let me go  I just can't look, it's killing me And taking control ",15,0,-0.5610774079958598,0,15,0,0.08424666666666664
Lil Uzi Vert,20 Min,"Summer went away Still, the yearning stays I play it cool with the best of them I wait patiently He's gonna notice me It's okay, we're the best of friends Anyway  I hear it in your voice You're smoking with your boys I touch my phone as if it's your face I didn't choose this town I dream of getting out There's just one who could make me stay All my days  From sprinkler splashes to fireplace ashes I waited ages to see you there I search the party of better bodies Just to learn that you never cared ",11,7,-0.1371263861656189,0,15,3,0.13431666666666667
Tears For Fears,Everybody Wants To Rule The World,"I just need someone in my life to give it structure To handle all the selfish ways I'd spend my time without her You're everything I want, but I can't deal with all your lovers You're saying I'm the one, but it's your actions that speak louder Giving me love when you are down and need another I've gotta get away and let you go, I've gotta get over  ",9,2,-0.3794617436148904,0,10,1,0.0776090909090909
Taylor Swift,Bejeweled,"Late night telephone Calling all the wallflowers I know Out the dark and into the light  Half love, half regret Dressing up for polaroids and cigarettes Socialize, romanticize the life  Floating on my lowkey vibe Floating on my lowkey vibe I don't need that late night high I'm floating on my lowkey vibe  ",6,5,-0.09941085360266945,0,10,1,0.06922727272727273
SZA,Love Language,"Ayy, ayy, ayy, ayy (ooh) Ooh, ooh, ooh, ooh (ooh)  Ayy, ayy Ooh, ooh, ooh, ooh  Needless to say, I keep her in check She was a bad-bad, nevertheless (yeah) Callin' it quits now, baby, I'm a wreck (wreck) Crash at my place, baby, you're a wreck (wreck)  Needless to say, I'm keeping her in check She was all bad-bad, nevertheless Callin' it quits now, baby, I'm a wreck Crash at my place, baby, you're a wreck  Thinkin' in a bad way, losin' your grip Screamin' at my face, baby, don't trip Someone took a big L, don't know how that felt ",15,5,-0.3323491543531418,3,17,0,-0.139235
The Killers,Mr. Brightside,"Yeah  I've been tryna call I've been on my own for long enough Maybe you can show me how to love, maybe I'm going through withdrawals You don't even have to do too much You can turn me on with just a touch, baby  I look around and Sin City's cold and empty (oh) No one's around to judge me (oh) I can't see clearly when you're gone  I said, ooh, I'm blinded by the lights ",11,3,-0.33377968839236666,1,12,1,-0.030835714285714282
Taylor Swift,"You're On Your Own, Kid",P-P-P-P-P-PARTY That smile on your face Makes it easy to trust you Those in (yeah) Those in (yeah) Those in (yeah)  This what 'Sauga feels like in the night time Watch what she doin' when the light shine Drunk niggas tryin' a talk in the strip club Shawty silhouette look like a dollar sign C-Caught up (caught up) That's just how a nigga brought up (brought up) Blow ones for you loony ass niggas (ass niggas) Straight bills for you Toonie ass niggas (ass niggas) ,22,4,-0.43206220865249634,1,19,6,0.0015346153846153864
The Walters,I Love You So,"Georgia, wrap me up in all your- I want you in my arms Oh, let me hold you I'll never let you go again like I did Oh, I used to say  ""I would never fall in love again until I found her"" I said, ""I would never fall unless it's you I fall into"" I was lost within the darkness, but then I found her ",9,5,-0.17682658774512156,0,14,0,-0.026271428571428567
Beach Weather,"Sex, Drugs, Etc.","Bijan 4 The 1 Time Metro Boomin want some more, nigga! (hey)  Going to the jeweler, bust the AP, yeah Slide on the water like a jet-ski, yeah (woo, slide) I'm tryna fuck you and your bestie, yeah (hey) Chopper with the scope, so do not test me, yeah Ric Flair drip, go ""woo"" on a bitch (woo) 57-90, split the coupe on my wrist (ice) Multi-million dollar, I'm a fool with the hits (ayy) Hop up in the Lamb' and drop the roof, show the tits (skrrt)  Popping, but you really not gon' shoot (pop) 90 pointers down, my diamonds look like hula-hoops (90) Hopping in my Bentayga, and her seat is a masseuse (hey) Balenciaga, check my posture, Valentino boots (ooh-ooh) It's the Boominati way, a lotta Lamb's, a lotta Wraiths (Boominati) Never hesitate to give a nigga yellow tape (grrt) Ain't worried 'bout the bag, 'cause the cash accumulating (bags) Soon as we came in the game, all these niggas, they imitate it (hey) Put my mind on it, then I put my grind on it (grind) Put that iron on him if a nigga my opponent (iron) ",26,7,-0.35769630923415674,0,31,2,-0.005560606060606063
"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,"5:34 a.m., I was about to start my day But she layin' there across me, so I stayed anyway Arms tied, legs numb, wrapped around my knee Sweetest of the sunflowers, yeah, you're the sun to me  I don't recall what you were wearin' on the first night we met Besides the subtle cloud around you from my last cigarette And you come from a good place with a happy family The only bad you've ever done was to see the good in me  ",6,3,-0.20269536972045898,0,9,0,0.06309999999999999
The Weeknd,Blinding Lights,"That shit definitely go Gotta get it how you live Everybody talking 'bout R&B shit I'm just talking me shit You know what I mean? Let me hear that  I gave it all for a fantasy Is anybody gon' remember me? If I go tonight, I doubt the world would change I just pray they don't forget my name Is it game rules? I can't lose When it's all said and done, will I still be cool?  ",13,6,-0.2145049948441355,2,15,2,-0.03276842105263157
PARTYNEXTDOOR,Break from Toronto,"Walk around the world, it feel like every place the same I look into your eyes and see that you are in some pain Freddie gonna help the business, help a rope around your neck Gonna help you make a choice, let it sit, don't let it rest You a pest, what the fuck, you left a mess It's okay, I'll just say that your body's gone today You in Hell, I don't think you failed, you just made some bail Come that day, it gets worse, and I hope you fucking hurt  Now what's the word, captain? I think I caught you lackin' There are nine more layers than this hell's packin' No tippy tappin', bitch I come in rippy rappin' I feel lucky I'm not you At the top I do the do Stuck in the fuckin' darkness, and it's cold, and hot Haven't felt sun in some days, bitch, where do I start? ",16,9,-0.19892409324645996,3,20,2,-0.067
Stephen Sanchez,Until I Found You,"Love, let's talk about love Is it anything and everything you hoped for? Or do the feeling haunt you? I know the feeling haunt you  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer  This may be the night that my dreams might let me know All the stars are closer All the stars are closer All the stars are closer  Tell me what you gon' do to me Confrontation ain't nothin' new to me You can bring a bullet, bring a sword Bring a morgue, but you can't bring the truth to me  Fuck you and all your expectations I don't even want your congratulations I recognize your false confidence And calculated promises all in your conversation  I hate people that feel entitled Look at me crazy 'cause I ain't invite you ",14,9,-0.12368792036305302,1,19,3,0.03760434782608695
"Offset, Metro Boomin",Ric Flair Drip (with Metro Boomin),Spend some time away Getting ready for the day you're born again Spend some time alone Understand that soon you'll run with better men  Alone again Alone again Alone again ,7,0,-0.6037953921726772,3,4,0,-0.02834285714285713
Zach Bryan,Sun to Me,"As you promised me that I was more than all the miles combined You must have had yourself a change of heart Like halfway through the drive 'Cause your voice trailed off exactly as you passed my exit sign Kept on driving straight and left our future to the right Now I am stuck between my anger  And the blame that I can't face And memories are something Even smoking weed does not replace And I am terrified of weather 'cause I see you when it rains Doc told me to travel, but there's COVID on the planes  And I love Vermont, but it's the season of the sticks and I Saw your mom she forgot that I existed and It's half my fault, but I just like to play the victim I'll drink alcohol 'til my friends come home for Christmas ",19,12,-0.141684724438575,1,23,7,0.020200000000000003
Brent Faiyaz,Clouded,"Damn Love or lust Damn All of us  Give me a run for my money There is nobody, no one to outrun me So give me a run for my money Sipping bubbly, feeling lovely, living lovely Just love me I wanna be with you, ayy, I wanna be with I wanna be with you, ayy, I wanna be with I wanna be with you (Love me, just love me)  If I didn't ride blade on curb, would you still (Love me) If I made up my mind at work would you still (Love me) Keep it a hundred, I'd rather you trust me than to (Love me) Keep it a whole one hund', don't got you I got nothing  Ay, I got something (I got something) Hol' up, we gon' function (We gon' function), no assumptions (No assumptions) Feeling like Tyson wit' it (Feeling like Tyson wit' it), knock it out out twice (Knock it out out twice) I'm with it, only for the night, I'm kiddin' Only for life, you're a homie for life You're a homie for life, let's get it Hit that shoulder lean, I know what comin' over mean ",29,14,-0.21211068158925966,3,31,9,0.10745581395348838
Freddie Dredd,Limbo,"Half past twelve I was all alone I can't be compromised Fuckin' on my ex, we ain't apologize 'Cause I'm way too young and you always right  Threw it in my face, I'm on another flight Girl at home, I ain't been living right The little arguments always start the fight I had to get away so I'm with you tonight Is there another guy?  Be honest, honest, honest, are you honest? 'Cause I'm honest, honest, honest, let's be honest 'Cause I'm honest, honest, honest, are you honest? 'Cause I'm honest, honest, honest, let's be honest 'Cause I'm honest ",16,7,-0.23570917481961456,0,18,5,0.14164782608695653
"Kendrick Lamar, SZA",All The Stars (with SZA),"Ooh, don't ask no questions on the ride Making eye contact is suicide, yeah When I'm alone with my thoughts, I'm terrified That's why I need you here, just by my side, yeah A quick zoom to the moon, come on and ride, yeah  Baby, if you scared of heights, just close your eyes It get lonely at the top, baby, come inside Baby, bust it open for me, don't be shy  Ooh, don't ask no questions on the ride Making eye contact is suicide, yeah When I'm alone with my thoughts, I'm terrified ",14,2,-0.45806945487856865,4,12,0,-0.13360000000000002
Mac DeMarco,Chamber Of Reflection,"Talk to me  I don't want to let you down, I don't want to let you down  I don't want to let you down, I don't want to let you down  You see how we living, yeah I'm tryna keep it as simple as possible You know what I do  Get you Gucci on sight, yeah, Rollies on ice, yeah Get first class flights, yeah, ride it like a bike, yeah Get a brand new Wag, ayy, be quiet, don't brag, hey Never pump gas, hey, nigga, keep it on task, yeah  Peelin' off, flex, hey, keep it on track, hey Fussin' and fightin', yeah, f- all night, ayy Gotta make it count, yeah, love it when it bounce, yeah Girl, that's tight, yeah, you do whatever you like, yeah Gucci on sight, yeah, Rollie on ice, yeah Take my advice, ayy, live a better life  ",22,1,-0.5501635592916737,0,22,1,0.1945086956521739
Noah Kahan,Stick Season,"Daylight I wake up feeling like you won't play right I used to know, but now that shit don't feel right It made me put away my pride  So long You made a nigga wait for some, so long You make it hard for a boy like that to go wrong I'm wishing I could make this mine, oh  If you want it, yeah You can have it, oh, oh, oh If you need it, ooh We can make it, oh If you want it You can have it  But stay woke Niggas creepin' They gon' find you Gon' catch you sleepin', ooh Now stay woke ",16,4,-0.3678712069988251,1,17,2,-0.00267
"Kendrick Lamar, Zacari",LOVE. FEAT. ZACARI.,"Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life  I've been breakin' hearts a long time And, toyin' with them older guys Just playthings for me to use Something happened for the first time In the darkest little paradise Shakin', pacin', I just need you  For you, I would cross the line I would waste my time I would lose my mind They say, she's gone too far this time  Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Lord, save me, my drug is my baby I'll be usin' for the rest of my life  Don't blame me, love made me crazy If it doesn't, you ain't doin' it right Oh, Lord, save me, my drug is my baby I'll be usin' for the rest of my life ",19,6,-0.31203885316848756,3,21,1,-0.035651999999999996
Baby Keem,HONEST,"When the morning came we Were cleaning incense off your Vinyl shelf 'cause we lost track of time again Laughing with my feet in your lap Like you were my closest friend  ""How'd we end up on the floor anyway?"" You say ""Your roommate's cheap-ass screw top rosé"" ""That's how"" I see you every day now  And I chose you The one I was dancing with in New York No shoes Looked up at the sky and it was The burgundy on my t-shirt when you splashed your wine into me And how the blood rushed into my cheeks, so scarlet it was The mark they saw on my collarbone The rust that grew between telephones The lips I used to call home ",13,11,-0.05693364888429642,1,22,1,0.028050000000000002
Lil Yachty,the ride-,"Six Yeah Yeah Yeah  Leave me out the comments, leave me out the nonsense Speakin' out of context, people need some content Niggas tryna keep up, shit is not a contest Whippin' Benz concept, Heaven-sent, God-sent Least that's what my mom says Proof is in the progress, money's not a object Busy than a motherfucker, you know how my job get Barkin' up the wrong tree, you know how the dogs get Haven't fallen off yet, yee  Come with a classic, they come around years later and say it's a sleeper The earrings are real, the petty is real, might charge my ex for a feature Deposit the money to Brenda, LaTisha or Linda, Felicia She came for me twice, I didn't even nut for her once, you know I'm a pleaser 42 millimeter, was made in Geneva Yeah, I probably should go to Yeshiva, we went to Ibiza Yeah, I probably should go link with Yeezy, I need me some Jesus But soon as I started confessin' my sins, he wouldn't believe us  Sins, I got sins on my mind ",32,9,-0.3527807767798261,1,35,5,-0.032985365853658535
Future,Solo,"Yeah, mhm Yup Yeah Turn the beat up a little bit Yeah, okay  Two friends, and they both tens, looking nice Too bent, I should call it quits, but I'm not New chances, we all dancing tonight Tell me, what's the odds we can all get a bite?  Okay, the last time we tried that, it didn't end well Plus you never know the story that they friends tell And off the brown liquor, nigga feel like Denzel  Out in Washington, in the D.C. with a chocolate bitch Lil' freak bitch get geeked off erotic shit So what you do? Shot the club up like Stojakovic  Man, that's that other shit Paying child support through the government Joint custody weekends, you can't touch the kid  ",21,5,-0.3667846597157992,2,21,3,0.060657692307692315
Childish Gambino,Redbone,"(Heads Carolina, tails California)  I was out with the boys, catchin' up at a neon light Didn't know 'til we walked in, it was karaoke night She was in a circle of girls, chasin' a shot with a lime She was laughin', they were darin' her to get on the mic One of 'em walked up and turned in her name Next thing I knew, man, she was up on the stage, singin'  ""Heads Carolina, tails California"" Maybe she'd fall for a boy from South Georgia She's got the bar in the palm of her hand And she's a '90s country fan like I am Hey, I got a Chevy, she can flip a quarter I'd drive her anywhere from here to California When this song is over, I gotta find her 'Cause she had me at ""Heads Carolina"" ",15,14,-0.04584224470730486,0,28,1,0.03723448275862069
Taylor Swift,Don’t Blame Me,"G5 the flight, man, I'm way in the sky She finna tell me ""No way"" and it's cap N-, can't even see me, I'm way in the sky G5 the flight, n- way in the sky G5 the flight, man, I'm way outta here  G5 the flight, n-, can't even see me I'm way outta here, I'm too far in the sky Hermès ashtray to dump my ashes B- so pretty, look better than Cassie Puffiin' on zooties and she callin' me daddy Walkin' on sh-, turn it up and not gas it Came out the gutter, it ain't nothin' for me to swag it Secure the bag, got a b-, I'ma bag it  Turnin' it up, gotta make sure sh- good Park it, two mil' in the middle of my hood Drinkin' on mud, I made it out of the sewer Chrome Heart accessories, whatever, I'm good Lot of these n-, they lookin' the same They copy my lingo, they bitin' my chain Championship, championship, Range just gon' amp this sh- B- break her neck just to look at the kid  Dirty the Fanta but make it in Canada Bro get this money like it's my religion It's gon' be a mad day, a sad day for any of these n- That try to compare whatever I did Damn near touched a hundred, it just off the gig I came out the jungle, they kidnapped a kid I trap out a bando, spent ten on a crib I look at the ocean to spot 30 M's ",32,12,-0.2675945894284682,1,40,3,0.015143181818181832
Taylor Swift,Maroon,"We found each other I helped you out of a broken place You gave me comfort But falling for you was my mistake  I put you on top, I put you on top I claimed you so proud and openly And when times were rough, when times were rough I made sure I held you close to me  So call out my name (call out my name) Call out my name when I kiss you, so gently I want you to stay (I want you to stay) I want you to stay even though you don't want me  Girl, why can't you wait? (Why can't you wait, baby?) Girl, why can't you wait 'til I fall out of love? ",16,4,-0.34290448427200315,0,17,3,0.11385
"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),"She's alright That girl's alright with me, yeah Ayy-yo (hey, hey, hey, hey)  I can lick it, I can ride it while you slipping and sliding I can do all them little tricks, and keep the dick up inside it You can smack it, you can grip it, you can go down and kiss it And every time he leave me 'lone, he always tell me he miss it  He want a F-R-E, A-K F-R-E, A-K, A-K, A-K, A-K E-A-K, F-R-E-A-K  Uh, okay, one thing about me, I'm the baddest alive He know the prettiest bitch didn't come until I arrive I don't let bitches get to me, I fuck they man if they try I got a princess face, a killer body, samurai mind They can't be Nicki, they so stupid, I just laugh when they try A thong bikini up my ass, I think I'll go for a dive His ex bitch went up against me, but she didn't survive On applications, I write ""pressure"" 'cause that's what I apply (brrr) ",41,9,-0.3955471050739288,1,43,6,-0.012158000000000002
"Cordae, Anderson .Paak",Two Tens (feat. Anderson .Paak),"Swear I couldn't sleep a wink last night No point in turning off the lights Not the same without your head on my shoulders Growing pains, but I don't wanna get older  Almost like we left it all on read Couple feelings never laid to rest Didn't know that the party was over And it's true that I need you here closer  Burning photos Had to learn to let go I used to be ",6,8,0.07028943300247192,2,12,0,0.045192857142857146
Cole Swindell,She Had Me At Heads Carolina,"You push me past my own capacity, boy Permission to crash, collecting damages, boy No reaching and grabbing for more clarity now Seek and destroy, all missiles deployed  Do it to you Do it to you I had to do it to you Do it to you, oh-oh-oh Don't make me do it to you Do it to you Do it to you I hate to do it to you, oh Do what I gotta do (oh-ah-ah-ah-ah)  I can't stand it, the urge is so demanding The purge, so necessary The art of war, goddamnit, I'm drained Now that I ruin everything, I cannot complain Now that I've ruined everything, I'm so fucking free ",21,3,-0.45632853110631305,4,18,2,-0.12191666666666667
Future,PUFFIN ON ZOOTIEZ,"In my bag now, In my bag now What the fuck is that sound? What the fuck is that sound?  Brought the MAC out, niggas sat down I got shit I never had now, I could brag now Got my bitch a Louis bag now, she could brag now Bought my bitch a Birkin bag now, she a brat now  Now I'm sitting in the club in a different bag now Baby, when I pick it up, you gon' put that ass down Tell 'em you don't give a fuck, baby, spin that ass 'round Tell the DJ turn it up, what the fuck is that sound? A Boogie Wit Da Hoodie and it's always foreign ",20,8,-0.2541473571743284,3,21,4,-0.15728214285714287
The Weeknd,Call Out My Name,"El que quiero no me quiere Como quiero que me quiera Hoy termina la condena Me diviertes, maybe tú eres el que me libera  Y es que hoy es carnaval Yo soy de aquí y tú eres de allá Lo diré en inglés y me entenderás, mmh  I don't need honesty Baby, lie like you love me, lie like you love me Covеr me in a dream I'll be yours or fantasy  Who needs thе honesty? Baby, lie like you love me, lie like you love me Maybe at the end It becomes real enough for me Oh, oh, oh, for me  Llevo coco con canela ",10,7,-0.12017558602725759,1,13,3,0.11232941176470589
Nicki Minaj,Super Freaky Girl,"Déjate ver Dime si hoy va' pa' la calle, bebé 'Toy en el case pensándote otra vez Quiero pichar, pero me salió al revés  Mi amor A las do' paso por ti, ve arreglándote Hoy to' corre por la mía, relájate Prometí que no iba a hacerte daño Así me sienta' extraño, soy el que se quedó en tu piel  Y mientras (y mientras) me calientas (me calientas) Veo todo lo quе nunca me cuentas (Me cuеntas) El party e' má' cabrón si tú te sueltas  Dale hasta abajo que ese culo responde Bebé, no te haga', tú eres under Yo sé to' lo que tú esconde' Tú y yo vamo' a hacer más de una noche  Y mientras (y mientras) me calientas (me calientas) Veo todo lo que nunca me cuentas (Me cuentas) El party e' má' cabrón si tú te sueltas El party e' má' cabrón si tú te sueltas  Fluya, fluya ",16,7,-0.25888198354969855,0,22,1,0.05330869565217391
SZA,Seek & Destroy,"Enviyon on the mix  No, no, no, no No, no, no, no, no, no, no, no, no, no No, no, no, no  I still see your shadows in my room Can't take back the love that I gave you It's to the point where I love and I hate you And I cannot change you, so I must replace you, oh Easier said than done, I thought you were the one Listenin' to my heart instead of my head You found another one, but I am the better one I won't let you forget me  I still see your shadows in my room Can't take back the love that I gave you It's to the point where I love and I hate you And I cannot change you, so I must replace you, oh Easier said than done, I thought you were the one Listenin' to my heart instead of my head You found another one, but I am the better one I won't let you forget me  You left me falling and landing inside my grave I know that you want me dead I take prescriptions to make me feel a-okay ",23,14,-0.17211548541043256,6,29,2,-0.004000000000000001
A Boogie Wit da Hoodie,My Shit,Those innocent eyes That smile on your face Makes it easy to trust you If they only knew The girl with the tattoo Like I do  Doing what you're doing ,4,4,-0.009042173624038696,0,5,3,0.2246875
ROSALÍA,LLYLM,"We used to chase that Chattanooga fray Couple a kids in a Chevrolet Catch a little air when we cross the tracks Sipping on something from a paper sack You hang your shirt on that maple lamp Slipping through the moon to the river bend Wasn't very long I was jumping in, jumping in I guess I'm still doing now, what I was doing then  Chasing you, like a shot of whiskey Burning going down, burning going down Chasing you, like those goodbye taillights Heading west to anywhere out of this no where town  Chasing that freedom, chasing that feeling that got gone too soon Chasing that you and me, I only see in my rear view ",15,5,-0.30183121263980867,0,20,0,0.0526
"Yandel, Feid",Yandel 150,"Fuckers in school telling me, always in the barber shop ""Chief Keef ain't 'bout this, Chief ain't 'bout that"" My boy a BD on fucking Lamron and them He, he, they say that nigga don't be putting in no work Shut the fuck up, y'all niggas ain't know shit All y'all motherfuckers talkin' about ""Chief Keef ain't no hitter, Chief Keef ain't this, Chief Keef a fake"" Shut the fuck up, y'all don't live with that nigga Y'all know that nigga got caught with a ratchet Shootin' at the police and shit Nigga been on probation since fuckin' I don't know when Motherfucker, stop fuckin' playin' him like that Them niggas savages out there If I catch another motherfucker talking sweet about Chief Keef I'm fucking beatin' they ass, I'm not fucking playin' no more Know them niggas roll with Lil Reese and them (Young Chop on the beat)  Love Sosa, bitches love Sosa, huh? Let them know then, 'Raris and Rovers (huh) Ayy, lil' Cobra, ayy, ayy Bang, bang-bang God, y'all some broke boys, God, y'all some broke boys  ",37,9,-0.3612431015657342,4,39,3,-0.10270217391304348
Ice Cube,It Was A Good Day,"Yah, yah Buzzing sound 윙  Baby, I just wanted to be Wanted to be hot stuff (you know?) 매일 party like the weekend 물 만난 듯이 볼륨을 higher (higher) 하루 끝 feed is a disaster 잔뜩 필터 씌운 지난밤이 넘쳐 (ah) 순간 새어 나온 한숨 (위) I know that I can't be a rockstar (rockstar)  두 귀를 막아봐도 멍 더 커진 텅 빈 소리 먹먹하지 어항 속에 잠긴 듯이 멍 이명이 턱 차오지 공허한 소음 속에 feel so lonely ",6,1,-0.43955893175942556,0,7,0,-0.06787142857142857
Juice WRLD,Lucid Dreams,"Used to spend my nights out in a bar room Liquor was the only love I've known But you rescued me from reachin' for the bottom And brought me back from being too far gone  You're as smooth As Tennessee whiskey You're as sweet As strawberry wine You're as warm As a glass of brandy And honey, I stay stoned on your love All the time  I've looked for love in all the same old places ",11,5,-0.20960905030369759,0,13,3,0.19798125
Miguel,Girl With The Tattoo Enter.lewd,"I stroll through cities, gang they stay with me But never have I seen someone so pretty like you Every dream I seen to have is always about you Oh",3,3,-0.020429015159606934,0,4,2,0.17236666666666667
Morgan Wallen,Chasin' You,"Dope shit like that Jerm Oh hi Welcome back to K.I.D.S Umm, follow your dreams Yeah!  Wanna get a mansion A jacuzzi, a theater to watch my movies A couple whips and lots of fancy things The kids they call the Goonies I see the future, crystal ball Mirror, mirror hangin' on the wall Who the flyest white boy of them dem all? Got your girlfriend screenin' all the calls  She bubblin', we fuckin' then you cuddlin' Like baby where the fuck you been? Don't wanna tell you she in love with him So, so, we ain't sayin' nothing You could probably tell she bluffin' 'Cause she kiss you with the mouth She gave me head with my concussion  Yeah she blushin', all red ",18,9,-0.21683531999588013,1,23,3,0.07597777777777777
Chief Keef,Love Sosa,"Bitch, sit on my face, I attack that Choose up, lil' junt, I'm finna pack him When it comes to my bitch, I'm straight active Dirtball in the coupe smokin' cat piss  Lil' bitch, shut the fuck up Tell your best friend, shut the fuck up, ayy Lil' bitch, shut the fuck up Tell your best friend, shut the fuck up, ayy  You know I love it when you talk dirty Messy, you my orange soda shorty You act like a lil' me, I wanna fuck you You the type to kill me, I won't touch you  You want me drop a band on some cute shoes You want me be the man you can vent to ",18,2,-0.459613174200058,4,12,4,-0.12253499999999998
TOMORROW X TOGETHER,Tinnitus (Wanna be a rock),"(Where were you last week, when you stopped coming by?) (Stop playin' with 'em, RIOT)  Like, damn, she in ha mood (grah) Like, damn, she in ha mood (mood) Like, damn, she in ha mood (in ha mood) (She in ha mood, she in ha mood)  Like, damn, she in ha mood (she in ha mood) She lit, get money too (like) Like, damn, she in ha mood (She in ha mood, she in ha mood) (Damn)  In the mirror, I'm doin' my dance (like) And he packing I know by his pants (grah) He a rapper, but don't got a chance Stuck in my ways, so I'm loving my bands (damn) Like a million views in a day (like) It's so many ways to get paid (grah) I try dipping he beg me to stay ""Bae, I'm not staying I just wanna play"" (just wanna play)  In the party, he just wanna rump (rump) Big boobs and the butt stay plump (stay plump) She a baddie, she know she a ten (ten, baddie) She a baddie wit' her baddie friend (damn, friend) ",25,7,-0.3329541180282831,0,24,8,0.1351
